ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.0995714,2013
7,NEE_CUT_REF,DD_USTAR_PERCENTILE,46.25,-9999
7,NEE_CUT_REF,DD_USTAR_THRESHOLD,0.1302,-9999
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2001
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.107778,2001
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2002
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.115,2002
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2003
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.128494,2003
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2004
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.152,2004
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2005
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.157976,2005
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2006
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.16,2006
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2007
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.171188,2007
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2008
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.167746,2008
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2009
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.179458,2009
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2010
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.177381,2010
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2011
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.1535,2011
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2012
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.128796,2012
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2013
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.109143,2013
9,NEE_CUT_REF,WW_USTAR_PERCENTILE,46.25,-9999
9,NEE_CUT_REF,WW_USTAR_THRESHOLD,0.1302,-9999
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2001
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.107778,2001
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2002
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.115,2002
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2003
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.128494,2003
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2004
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.152,2004
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2005
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.157976,2005
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2006
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.16,2006
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2007
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.171188,2007
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2008
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.167746,2008
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2009
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.179458,2009
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2010
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.177381,2010
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2011
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.1535,2011
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2012
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.128796,2012
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2013
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.109143,2013
11,NEE_CUT_REF,MM_USTAR_PERCENTILE,46.25,-9999
11,NEE_CUT_REF,MM_USTAR_THRESHOLD,0.1302,-9999
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2001
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.107778,2001
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2002
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.115,2002
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2003
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.128494,2003
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2004
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.152,2004
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2005
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.157976,2005
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2006
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.16,2006
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2007
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.171188,2007
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2008
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.167746,2008
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2009
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.179458,2009
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2010
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.177381,2010
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2011
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.1535,2011
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2012
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.128796,2012
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,56.25,2013
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.109143,2013
13,NEE_CUT_REF,YY_USTAR_PERCENTILE,58.75,-9999
13,NEE_CUT_REF,YY_USTAR_THRESHOLD,0.154912,-9999
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2001
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.107778,2001
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2002
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.115,2002
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2003
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.128494,2003
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2004
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.152,2004
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2005
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.157976,2005
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2006
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.16,2006
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2007
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.171188,2007
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2008
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.167746,2008
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2009
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.179458,2009
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2010
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.177381,2010
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2011
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.1535,2011
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2012
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.128796,2012
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,56.25,2013
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.109143,2013
15,RECO_NT_CUT_REF,HH_USTAR_PERCENTILE,48.75,-9999
15,RECO_NT_CUT_REF,HH_USTAR_THRESHOLD,0.136262,-9999
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2001
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1,2001
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2002
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.106,2002
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2003
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.11,2003
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2004
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.14,2004
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2005
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.146867,2005
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2006
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.150025,2006
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2007
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.151485,2007
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2008
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.145,2008
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2009
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.14954,2009
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2010
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1504,2010
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2011
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.136,2011
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2012
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.110067,2012
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2013
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.102143,2013
17,RECO_NT_CUT_REF,DD_USTAR_PERCENTILE,48.75,-9999
17,RECO_NT_CUT_REF,DD_USTAR_THRESHOLD,0.136262,-9999
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2001
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.1,2001
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2002
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.106,2002
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2003
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.11,2003
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2004
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.14,2004
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2005
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.146867,2005
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2006
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.150025,2006
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2007
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.151485,2007
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2008
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.145,2008
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2009
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.14954,2009
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2010
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.1504,2010
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2011
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.136,2011
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2012
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.110067,2012
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2013
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.102143,2013
19,RECO_NT_CUT_REF,WW_USTAR_PERCENTILE,48.75,-9999
19,RECO_NT_CUT_REF,WW_USTAR_THRESHOLD,0.136262,-9999
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2001
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.1,2001
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2002
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.106,2002
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2003
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.11,2003
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2004
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.14,2004
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2005
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.146867,2005
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2006
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.150025,2006
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2007
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.151485,2007
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2008
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.145,2008
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2009
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.14954,2009
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2010
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.1504,2010
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2011
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.136,2011
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2012
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.110067,2012
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2013
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.102143,2013
21,RECO_NT_CUT_REF,MM_USTAR_PERCENTILE,48.75,-9999
21,RECO_NT_CUT_REF,MM_USTAR_THRESHOLD,0.136262,-9999
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2001
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1,2001
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2002
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.11,2002
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2003
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.11,2003
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2004
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.143778,2004
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2005
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.15,2005
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2006
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.152821,2006
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2007
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.157,2007
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2008
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.150257,2008
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2009
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1575,2009
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2010
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.154912,2010
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2011
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.141068,2011
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2012
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1128,2012
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,48.75,2013
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.103667,2013
23,RECO_NT_CUT_REF,YY_USTAR_PERCENTILE,48.75,-9999
23,RECO_NT_CUT_REF,YY_USTAR_THRESHOLD,0.136262,-9999
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2001
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1,2001
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2002
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.11,2002
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2003
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.11,2003
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2004
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.143778,2004
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2005
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.15,2005
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2006
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.152821,2006
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2007
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.157,2007
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2008
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.150257,2008
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2009
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1575,2009
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2010
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.154912,2010
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2011
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.141068,2011
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2012
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1128,2012
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,48.75,2013
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.103667,2013
25,GPP_NT_CUT_REF,HH_USTAR_PERCENTILE,46.25,-9999
25,GPP_NT_CUT_REF,HH_USTAR_THRESHOLD,0.1302,-9999
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2001
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.098,2001
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2002
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1,2002
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2003
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.106,2003
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2004
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.136393,2004
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2005
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.143778,2005
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2006
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.147851,2006
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2007
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.147143,2007
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2008
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.138056,2008
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2009
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.144,2009
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2010
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.146148,2010
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2011
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.128796,2011
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2012
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1075,2012
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2013
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0995714,2013
27,GPP_NT_CUT_REF,DD_USTAR_PERCENTILE,38.75,-9999
27,GPP_NT_CUT_REF,DD_USTAR_THRESHOLD,0.117667,-9999
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2001
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.098,2001
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2002
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.1,2002
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2003
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.106,2003
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2004
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.136393,2004
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2005
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.143778,2005
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2006
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.147851,2006
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2007
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.147143,2007
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2008
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.138056,2008
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2009
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.144,2009
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2010
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.146148,2010
