ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
6,NEE_VUT_REF,HH_USTAR_THRESHOLD,0.114167,2013
7,NEE_CUT_REF,DD_USTAR_PERCENTILE,63.75,-9999
7,NEE_CUT_REF,DD_USTAR_THRESHOLD,0.185278,-9999
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2001
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.164286,2001
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2002
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.175,2002
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2003
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.1895,2003
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2004
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.166678,2004
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2005
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.171753,2005
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2006
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.1707,2006
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2007
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.181635,2007
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2008
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.172124,2008
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2009
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.1763,2009
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2010
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.1745,2010
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2011
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.179203,2011
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2012
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.158357,2012
8,NEE_VUT_REF,DD_USTAR_PERCENTILE,56.25,2013
8,NEE_VUT_REF,DD_USTAR_THRESHOLD,0.133982,2013
9,NEE_CUT_REF,WW_USTAR_PERCENTILE,63.75,-9999
9,NEE_CUT_REF,WW_USTAR_THRESHOLD,0.185278,-9999
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2001
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.164286,2001
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2002
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.175,2002
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2003
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.1895,2003
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2004
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.166678,2004
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2005
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.171753,2005
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2006
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.1707,2006
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2007
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.181635,2007
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2008
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.172124,2008
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2009
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.1763,2009
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2010
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.1745,2010
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2011
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.179203,2011
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2012
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.158357,2012
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,56.25,2013
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.133982,2013
11,NEE_CUT_REF,MM_USTAR_PERCENTILE,33.75,-9999
11,NEE_CUT_REF,MM_USTAR_THRESHOLD,0.130467,-9999
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2001
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.17,2001
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2002
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.181905,2002
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2003
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.194667,2003
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2004
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.173563,2004
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2005
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.177222,2005
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2006
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.175369,2006
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2007
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.185,2007
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2008
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.177088,2008
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2009
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.180479,2009
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2010
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.1795,2010
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2011
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.1835,2011
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2012
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.163106,2012
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,58.75,2013
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.14185,2013
13,NEE_CUT_REF,YY_USTAR_PERCENTILE,46.25,-9999
13,NEE_CUT_REF,YY_USTAR_THRESHOLD,0.150389,-9999
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2001
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.16,2001
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2002
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.16375,2002
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2003
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.18,2003
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2004
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.158462,2004
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2005
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.166678,2005
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2006
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.166786,2006
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2007
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.177876,2007
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2008
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.167667,2008
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2009
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.171917,2009
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2010
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.171136,2010
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2011
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.17388,2011
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2012
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.1525,2012
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,53.75,2013
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.125143,2013
15,RECO_NT_CUT_REF,HH_USTAR_PERCENTILE,41.25,-9999
15,RECO_NT_CUT_REF,HH_USTAR_THRESHOLD,0.143393,-9999
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2001
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15,2001
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2002
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.145,2002
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2003
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.154063,2003
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2004
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.144111,2004
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2005
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15048,2005
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2006
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.151667,2006
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2007
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.160731,2007
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2008
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.155523,2008
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2009
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1572,2009
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2010
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.158918,2010
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2011
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.161308,2011
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2012
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.135167,2012
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2013
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.114167,2013
17,RECO_NT_CUT_REF,DD_USTAR_PERCENTILE,41.25,-9999
17,RECO_NT_CUT_REF,DD_USTAR_THRESHOLD,0.143393,-9999
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2001
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.15,2001
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2002
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.145,2002
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2003
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.154063,2003
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2004
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.144111,2004
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2005
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.15048,2005
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2006
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.151667,2006
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2007
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.160731,2007
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2008
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.155523,2008
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2009
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.1572,2009
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2010
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.158918,2010
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2011
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.161308,2011
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2012
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.135167,2012
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2013
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.114167,2013
19,RECO_NT_CUT_REF,WW_USTAR_PERCENTILE,41.25,-9999
19,RECO_NT_CUT_REF,WW_USTAR_THRESHOLD,0.143393,-9999
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2001
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.15,2001
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2002
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.145,2002
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2003
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.154063,2003
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2004
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.144111,2004
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2005
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.15048,2005
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2006
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.151667,2006
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2007
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.160731,2007
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2008
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.155523,2008
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2009
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.1572,2009
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2010
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.158918,2010
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2011
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.161308,2011
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2012
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.135167,2012
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,46.25,2013
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.114167,2013
21,RECO_NT_CUT_REF,MM_USTAR_PERCENTILE,38.75,-9999
21,RECO_NT_CUT_REF,MM_USTAR_THRESHOLD,0.14,-9999
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2001
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.15,2001
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2002
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.145,2002
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2003
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.154063,2003
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2004
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.144111,2004
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2005
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.15048,2005
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2006
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.151667,2006
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2007
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.160731,2007
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2008
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.155523,2008
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2009
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1572,2009
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2010
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.158918,2010
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2011
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.161308,2011
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2012
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.135167,2012
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2013
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.114167,2013
23,RECO_NT_CUT_REF,YY_USTAR_PERCENTILE,41.25,-9999
23,RECO_NT_CUT_REF,YY_USTAR_THRESHOLD,0.143393,-9999
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2001
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.155,2001
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2002
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.155,2002
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2003
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.17,2003
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2004
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.152857,2004
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2005
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.16,2005
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2006
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.160731,2006
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2007
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.172274,2007
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2008
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.161537,2008
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2009
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.16602,2009
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2010
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.166014,2010
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2011
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1715,2011
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2012
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1475,2012
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,51.25,2013
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.120167,2013
25,GPP_NT_CUT_REF,HH_USTAR_PERCENTILE,51.25,-9999
25,GPP_NT_CUT_REF,HH_USTAR_THRESHOLD,0.159869,-9999
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2001
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15,2001
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2002
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.145,2002
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2003
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.154063,2003
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2004
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.144111,2004
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2005
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15048,2005
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2006
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.151667,2006
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2007
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.160731,2007
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2008
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.155523,2008
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2009
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.1572,2009
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2010
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.158918,2010
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2011
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.161308,2011
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2012
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.135167,2012
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,46.25,2013
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.114167,2013
27,GPP_NT_CUT_REF,DD_USTAR_PERCENTILE,41.25,-9999
27,GPP_NT_CUT_REF,DD_USTAR_THRESHOLD,0.143393,-9999
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2001
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.15,2001
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2002
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.145,2002
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2003
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.154063,2003
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2004
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.144111,2004
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2005
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.15048,2005
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2006
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.151667,2006
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2007
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.160731,2007
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2008
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.155523,2008
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2009
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.1572,2009
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,46.25,2010
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.158918,2010
