TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010312,20010318,1.686,0.0,313.844,181.512,0.0,266.624,0.0,1.679,0.0,97.181,0.0,0.819,0.0,3.763,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.3555,0.571429,112.439,0.0,131.296,-9999,20.8462,0.0,24.3422,-9999,-0.367736,0.0,-9999,-0.595625,-0.451241,-0.439054,0.0,0.0,0.0,1.07511,0.947654,1.05831,1.07511,1.51417,1.4293,1.51124,1.75655,0.624507,0.614758,0.624507,0.961268,2.44668,2.4222,2.44668,2.58361,-9999,-9999
20010319,20010325,2.836,0.0,334.664,173.657,0.0,276.156,0.0,1.837,0.0,98.141,0.0,1.271,0.0,2.6,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.962,0.0,111.942,0.0,131.466,-9999,18.2271,0.0,21.406,-9999,-0.379492,0.0,-9999,-0.601095,-0.447018,-0.429807,0.0,0.0,0.0,1.19598,1.06756,1.17968,1.19946,1.62579,1.56537,1.62579,1.90421,0.70108,0.692022,0.70108,1.06502,2.41621,2.38447,2.41621,2.54494,-9999,-9999
20010326,20010401,3.539,0.0,354.961,199.775,0.0,270.025,0.0,2.504,0.0,97.295,0.0,1.533,0.0,2.61,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.1946,0.0,115.794,0.0,136.216,-9999,19.3068,0.0,22.7118,-9999,-0.349984,0.0,-9999,-0.610543,-0.418695,-0.405366,0.0,0.0,0.0,1.26257,1.13207,1.24629,1.26796,1.66794,1.60607,1.6651,1.96718,0.742545,0.733647,0.742545,1.12261,2.64538,2.61831,2.66504,2.79838,-9999,-9999
20010402,20010408,11.202,0.0,374.458,160.918,0.0,329.32,0.0,3.035,0.0,96.784,0.0,4.37,0.0,3.922,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.90975,0.0,112.439,0.0,128.31,-9999,20.8462,0.0,23.7886,-9999,-0.367736,0.0,-9999,-0.595625,-0.451241,-0.439054,0.0,0.0,0.0,2.06363,1.93324,2.05164,2.07643,2.50268,2.4197,2.50268,2.76207,1.25295,1.23903,1.25295,1.70612,2.33094,2.27628,2.33094,2.44204,-9999,-9999
20010409,20010415,10.742,0.0,392.917,217.34,0.0,302.502,0.0,3.403,0.0,96.71,0.0,7.753,0.0,4.045,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.962,0.0,111.942,0.0,129.53,-9999,18.2271,0.0,21.0908,-9999,-0.379492,0.0,-9999,-0.601095,-0.447018,-0.429807,0.0,0.0,0.0,1.9996,1.86526,1.98663,2.01344,2.42941,2.39557,2.43205,2.70798,1.21033,1.19759,1.21033,1.66852,2.76978,2.74093,2.79333,2.93463,-9999,-9999
20010416,20010422,10.967,0.0,410.134,228.839,0.0,302.382,0.0,4.218,0.0,97.33,0.0,3.757,0.0,4.549,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.1946,0.0,115.794,0.0,131.546,-9999,19.3068,0.0,21.9332,-9999,-0.349984,0.0,-9999,-0.610543,-0.418695,-0.405366,0.0,0.0,0.0,2.07048,1.94511,2.05976,2.08196,2.47585,2.4365,2.47713,2.7772,1.2608,1.24607,1.2608,1.70056,2.83816,2.80818,2.86093,3.0106,-9999,-9999
20010423,20010429,15.577,0.0,425.936,266.607,0.0,312.869,0.0,7.863,0.0,97.66,0.0,0.171,0.0,3.987,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.90975,0.0,112.439,0.0,129.734,-9999,20.8462,0.0,24.0525,-9999,-0.367736,0.0,-9999,-0.595625,-0.451241,-0.439054,0.0,0.0,0.0,2.62319,2.49804,2.61819,2.62852,3.06224,2.98886,3.06758,3.29096,1.62085,1.59753,1.62498,2.06974,3.0874,3.0527,3.10523,3.35436,-9999,-9999
20010430,20010506,15.438,0.0,440.178,134.822,0.0,358.052,0.0,3.946,0.0,97.047,0.0,11.776,0.0,4.655,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.962,0.0,111.942,0.0,128.506,-9999,18.2271,0.0,20.9241,-9999,-0.379492,0.0,-9999,-0.601095,-0.447018,-0.429807,0.0,0.0,0.0,2.57634,2.44029,2.56967,2.58344,3.00615,2.98393,3.01325,3.25787,1.58692,1.56503,1.58942,2.05404,2.08501,2.02616,2.08501,2.18873,-9999,-9999
20010507,20010513,17.626,0.0,452.739,272.965,0.0,331.396,0.0,7.027,0.0,97.571,0.0,1.252,0.0,3.793,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.1946,0.0,115.794,0.0,133.381,-9999,19.3068,0.0,22.2392,-9999,-0.349984,0.0,-9999,-0.610543,-0.418695,-0.405366,0.0,0.0,0.0,2.86949,2.7535,2.86702,2.87211,3.27485,3.25252,3.27748,3.5416,1.78121,1.75408,1.78812,2.21954,3.19193,3.15631,3.21122,3.45133,-9999,-9999
20010514,20010520,21.333,0.0,463.517,239.565,0.0,363.883,0.0,9.249,0.0,96.658,0.0,5.118,0.0,3.505,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.90975,0.0,112.439,0.0,127.922,-9999,20.8462,0.0,23.7167,-9999,-0.367736,0.0,-9999,-0.595625,-0.451241,-0.439054,0.0,0.0,0.0,3.36847,3.29346,3.36847,3.37402,3.80753,3.80231,3.81883,3.99242,2.11265,2.07643,2.1273,2.50241,2.9485,2.91779,2.97365,3.12462,-9999,-9999
20010521,20010527,13.0,0.0,472.426,259.054,0.0,305.74,0.0,6.276,0.0,96.879,0.0,0.801,0.0,4.7,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.962,0.0,111.942,0.0,125.77,-9999,18.2271,0.0,20.4786,-9999,-0.379492,0.0,-9999,-0.601095,-0.447018,-0.429807,0.0,0.0,0.0,2.26431,2.12684,2.25374,2.27557,2.69412,2.66628,2.69945,2.96295,1.38175,1.36511,1.38175,1.85261,3.211,3.1765,3.23482,3.41072,-9999,-9999
20010528,20010603,14.512,0.0,479.398,186.651,0.0,339.332,0.0,3.806,0.0,96.986,0.0,13.684,0.0,3.772,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.1946,0.0,115.794,0.0,134.634,6.33544,19.3068,0.0,22.4482,2.73743,-0.349984,0.0,0.755997,-0.610543,-0.418695,-0.405366,0.0,0.0,0.0,2.45062,2.305,2.44203,2.45976,2.85599,2.82814,2.85967,3.15027,1.50324,1.48368,1.50374,1.97959,2.49672,2.47283,2.49672,2.62874,-9999,-9999
20010604,20010610,18.495,0.0,484.379,257.173,0.0,358.66,0.0,5.368,0.0,97.236,0.0,3.363,0.0,2.827,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,354.048,0.0,23.982,0.0,-9999,-9999,-9.90975,0.0,112.439,0.0,129.438,3.7993,20.8462,0.0,23.9977,1.95142,-0.367736,0.0,0.255116,-0.595625,-0.451241,-0.439054,0.0,0.0,0.0,2.98177,2.87254,2.98079,2.98282,3.42083,3.36343,3.42187,3.63241,1.85528,1.82621,1.86376,2.28436,3.12652,3.09368,3.1523,3.3156,-9999,-9999
20010611,20010617,23.922,0.636905,487.334,274.689,0.636905,373.17,0.636905,9.939,0.636905,96.533,0.625,2.614,0.714286,4.253,0.714286,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,356.556,0.714286,24.494,0.636905,-9999,-9999,-8.15114,0.630952,102.208,0.630952,118.839,2.65414,22.4166,0.630952,26.064,1.50951,-0.771536,0.607143,0.14622,-1.15673,-0.800015,-0.780772,0.595238,0.619048,0.619048,3.75958,3.69826,3.75958,3.77093,4.54035,4.52961,4.56287,5.00377,2.42778,2.42778,2.42957,2.74105,3.58372,3.58313,3.63872,3.91248,-9999,-9999
20010618,20010624,21.27,1.0,488.242,286.445,1.0,356.306,1.0,9.702,1.0,97.35,0.994048,1.157,1.0,3.416,1.0,0.317107487923,0.986111111111,160.9430625,1.0,585.25,1.0,-9999,-9999,-9999,-9999,42.2304026535,0.9375,432.218756944,1.0,363.743,1.0,25.247,1.0,-9999,-9999,14.6702,1.0,90.0758,1.0,102.655,2.26714,41.5701,1.0,47.3752,1.74223,-4.26725,0.89881,0.245185,-4.38235,-4.37384,-4.3027,1.0,1.0,1.0,3.9643,3.93412,3.964,3.98057,8.34728,8.24705,8.32514,8.34728,2.65313,2.5148,2.65313,2.79877,7.22973,7.13717,7.22973,7.65802,-9999,-9999
20010625,20010701,24.881,1.0,487.107,269.644,1.0,377.094,1.0,11.088,1.0,97.357,0.988095,0.071,1.0,3.274,1.0,0.306313131313,0.986111111111,162.308340278,1.0,611.627777778,1.0,-9999,-9999,34.8683537582,0.659722222222,45.5046135266,0.944444444444,463.438902778,1.0,358.668,1.0,30.545,1.0,-9999,-9999,9.16073,1.0,105.695,1.0,112.687,2.60214,26.3213,0.994048,28.0625,1.70324,-8.6293,0.982143,0.311046,-8.63891,-8.56194,-8.37896,0.982143,0.982143,0.934524,5.50664,5.41164,5.5222,5.58126,14.0551,13.936,14.0455,14.0994,4.42992,4.39969,4.46503,5.18204,13.7,13.6423,13.7202,14.3285,-9999,-9999
20010702,20010708,26.167,1.0,483.948,292.983,1.0,387.668,1.0,11.377,1.0,97.061,1.0,2.571,1.0,2.853,1.0,0.292729468599,0.979166666667,197.352355072,0.993055555556,654.96567029,0.993055555556,-9999,-9999,25.6674968227,0.75,46.193457553,0.944444444444,452.962513889,1.0,366.168,1.0,28.739,1.0,-9999,-9999,13.9386,1.0,145.449,0.994048,165.332,2.64041,6.43821,0.994048,7.31832,1.44509,-12.2735,0.964286,0.33492,-12.4147,-12.3773,-12.3192,0.988095,0.64881,0.803571,7.44715,7.17759,7.34803,7.47337,19.7624,19.6203,19.7015,19.8002,6.94045,6.79755,6.94045,7.16658,19.828,19.7789,19.8399,19.9631,-9999,-9999
20010709,20010715,23.464,1.0,478.807,231.827,1.0,379.671,1.0,7.98,1.0,97.111,1.0,0.286,1.0,2.172,1.0,0.234505920599,0.930555555556,152.708340278,1.0,523.782638889,1.0,-9999,-9999,15.8447360826,0.819444444444,43.3580713196,0.909722222222,434.293055556,1.0,363.182,1.0,27.286,1.0,-9999,-9999,1.25239,1.0,108.146,1.0,125.958,2.14877,11.5712,1.0,13.477,1.23833,-12.5188,0.928571,0.305834,-12.5955,-12.5585,-12.5188,0.946429,0.940476,0.928571,6.95295,6.85158,6.97472,7.08819,19.5083,19.3936,19.5233,19.6322,7.28012,7.23584,7.42697,7.92736,20.1955,20.0971,20.1955,20.6988,-9999,-9999
20010716,20010722,27.833,1.0,471.741,255.445,1.0,412.589,1.0,9.558,1.0,96.582,0.994048,0.329,1.0,2.836,1.0,0.35964673913,0.986111111111,162.618763889,1.0,527.431951389,1.0,-9999,-9999,14.5757161448,0.847222222222,58.0335083928,0.715277777778,454.965972222,1.0,350.282,1.0,29.676,1.0,-9999,-9999,11.5512,1.0,143.96,0.988095,163.114,2.02178,-5.20041,1.0,-5.89233,1.116,-14.4457,0.982143,0.274027,-14.4281,-14.4102,-14.3598,0.970238,0.982143,0.988095,8.84289,8.8766,9.05005,9.15578,23.2667,23.337,23.4042,23.5639,8.5399,8.17286,8.27307,8.5399,23.0182,23.0168,23.0593,23.1935,-9999,-9999
20010723,20010729,24.894,1.0,462.824,184.24,1.0,401.411,1.0,6.039,1.0,96.942,1.0,0.271,1.0,2.39,1.0,0.300609903382,0.958333333333,99.8361111111,1.0,347.276388889,1.0,-9999,-9999,10.0893775898,0.659722222222,36.8864348162,0.770833333333,436.580555556,1.0,363.608,1.0,26.513,1.0,-9999,-9999,2.93513,1.0,94.2114,0.994048,102.867,1.7459,8.76195,0.988095,9.56695,1.15493,-9.16521,0.994048,0.215412,-9.25324,-9.23203,-9.16521,0.988095,0.994048,0.994048,7.86201,7.75406,7.90006,8.01035,17.0959,17.0665,17.0928,17.2007,7.49251,7.15969,7.38611,7.49251,16.8912,16.8912,16.939,17.0962,-9999,-9999
20010730,20010805,29.334,1.0,452.141,301.796,1.0,405.805,1.0,13.163,1.0,97.095,1.0,0.0,1.0,3.232,1.0,0.416008454106,0.986111111111,196.046534722,1.0,642.679861111,1.0,175.661805556,1.0,23.3794480994,0.715277777778,68.1111721605,0.729166666667,463.811111111,1.0,364.743,1.0,30.258,1.0,-9999,-9999,11.9399,1.0,175.014,1.0,186.276,2.22862,-3.19762,1.0,-3.40339,1.29985,-12.339,0.994048,0.215996,-12.4055,-12.3563,-12.3289,0.994048,0.988095,0.994048,9.32314,9.14485,9.33431,9.51287,21.6511,21.5158,21.679,21.9102,9.18723,8.93599,9.08596,9.18723,21.6299,21.8876,21.9428,21.995,-9999,-9999
20010806,20010812,24.499,1.0,439.791,275.329,1.0,368.667,1.0,11.486,1.0,97.304,1.0,0.0,1.0,2.26,1.0,0.295853174603,0.979166666667,174.8875,1.0,609.977083333,1.0,202.565972222,1.0,20.7025339349,0.826388888889,52.7322492785,0.888888888889,437.598611111,1.0,358.46,1.0,27.89,1.0,-9999,-9999,3.11727,1.0,128.013,1.0,135.179,1.7845,24.0667,1.0,25.4137,1.3368,-9.95989,0.982143,0.199875,-10.4188,-10.0212,-9.81966,0.994048,0.982143,0.958333,6.7869,6.6804,7.08005,7.46117,17.049,17.049,17.0992,17.1852,5.80734,5.68352,5.76719,6.09297,16.5098,16.4978,16.5273,16.7261,-9999,-9999
20010813,20010819,20.449,1.0,425.883,238.663,1.0,353.345,1.0,6.96,1.0,97.144,1.0,5.143,1.0,2.367,1.0,0.338581113934,0.9375,135.381461353,0.986111111111,471.884933575,0.993055555556,171.304740338,0.993055555556,16.9153434253,0.840277777778,38.694117883,0.965277777778,411.582638889,1.0,376.028,1.0,22.136,1.0,-9999,-9999,-3.71071,1.0,98.1829,1.0,113.967,1.53982,27.8564,1.0,32.3346,1.30805,-6.31776,0.988095,0.211823,-6.86782,-6.77804,-6.52126,0.970238,0.958333,0.988095,6.80602,6.48083,6.80602,6.97463,13.5788,13.3038,13.4087,13.5788,7.18044,6.8399,7.10082,7.19977,14.1264,14.1264,14.1776,14.3111,-9999,-9999
20010820,20010826,23.96,1.0,410.539,221.667,1.0,384.056,1.0,8.7,1.0,96.816,1.0,4.052,1.0,2.303,1.0,0.306838768116,0.993055555556,132.752784722,1.0,449.660416667,1.0,222.304166667,1.0,19.1358099838,0.708333333333,43.5074945608,0.819444444444,432.928472222,1.0,388.417,1.0,24.364,1.0,-9999,-9999,4.20493,1.0,108.643,1.0,121.826,1.6799,10.6411,1.0,11.9322,1.36749,-6.80359,0.988095,0.197276,-7.049,-6.91945,-6.83877,0.994048,0.994048,0.952381,8.371,7.72212,8.24102,8.49143,15.207,14.845,15.0472,15.3875,6.42525,6.13294,6.44136,7.35072,13.5058,13.5637,13.8576,14.4837,-9999,-9999
20010827,20010902,22.616,1.0,393.897,248.613,1.0,361.193,1.0,9.167,1.0,96.834,1.0,0.971,1.0,2.38,1.0,0.290417646967,0.944444444444,148.673638889,1.0,523.028479167,1.0,192.818055556,1.0,21.0661841931,0.798611111111,44.4795716316,0.895833333333,421.253472222,1.0,377.967,1.0,22.595,1.0,-9999,-9999,-0.768435,1.0,123.818,1.0,136.382,1.91883,11.212,1.0,12.3497,1.27077,-7.45069,0.97619,0.200897,-7.70929,-7.60156,-7.45069,1.0,0.994048,0.97619,8.17551,7.74551,8.12211,8.31658,15.6065,15.3471,15.6251,15.9985,6.67319,6.28451,6.67107,6.75101,14.7178,14.6061,14.6877,14.8405,-9999,-9999
20010903,20010909,21.43,1.0,376.111,199.757,1.0,366.043,1.0,7.842,1.0,96.692,1.0,6.829,1.0,2.537,1.0,0.347235122969,0.979166666667,113.241673611,1.0,403.047222222,1.0,193.044444444,1.0,19.3011121259,0.611111111111,40.9001010101,0.756944444444,421.688194444,1.0,370.382,1.0,21.986,1.0,-9999,-9999,-4.71369,1.0,90.9993,0.988095,104.962,1.68932,14.0036,1.0,16.1523,1.25243,-4.80173,0.97619,0.168912,-4.93757,-4.87589,-4.81704,0.97619,0.97619,0.982143,6.99058,6.87979,6.95277,6.99058,11.7516,11.7032,11.7311,11.87,5.82902,5.7793,6.0367,6.27901,11.3386,11.1454,11.4077,11.5651,-9999,-9999
20010910,20010916,17.639,1.0,357.359,163.44,1.0,351.764,1.0,5.954,1.0,97.449,1.0,1.7,1.0,2.592,1.0,0.372578502415,0.993055555556,98.425,1.0,377.727777778,1.0,157.734027778,1.0,17.9835217254,0.8125,35.9342366947,0.826388888889,398.271527778,1.0,367.72,1.0,18.051,1.0,-9999,-9999,-4.3744,1.0,70.6255,1.0,77.8712,1.4395,16.0674,1.0,17.7158,1.2577,-3.48873,0.994048,0.175442,-3.48873,-3.47101,-3.45905,0.994048,0.994048,0.994048,5.0401,4.94483,5.00469,5.05365,8.49986,8.45195,8.49798,8.53231,5.04404,5.04404,5.10998,5.49585,8.61365,8.62861,8.72144,8.98518,-9999,-9999
